gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	barcode01	barcode02	barcode03	barcode04
132	50185	TALONG000000132	TALONT000050185	TALONG000000132	TALONT000050185	7	1266	Antisense	ISM	Prefix	125	10	45	68
132	50424	TALONG000000132	TALONT000050424	TALONG000000132	TALONT000050424	3	660	Antisense	ISM	Prefix	12371	3746	7445	11928
132	50427	TALONG000000132	TALONT000050427	TALONG000000132	TALONT000050427	4	693	Antisense	NIC	None	21	5	13	19
132	50428	TALONG000000132	TALONT000050428	TALONG000000132	TALONT000050428	4	686	Antisense	ISM	Prefix	91	31	57	119
132	50429	TALONG000000132	TALONT000050429	TALONG000000132	TALONT000050429	3	652	Antisense	NNC	None	10	5	13	17
132	50430	TALONG000000132	TALONT000050430	TALONG000000132	TALONT000050430	4	692	Antisense	NIC	None	222	86	159	230
132	50431	TALONG000000132	TALONT000050431	TALONG000000132	TALONT000050431	4	677	Antisense	NIC	None	35	8	18	28
132	50432	TALONG000000132	TALONT000050432	TALONG000000132	TALONT000050432	4	678	Antisense	NIC	None	84	30	53	79
132	50433	TALONG000000132	TALONT000050433	TALONG000000132	TALONT000050433	3	660	Antisense	ISM	Prefix	477	152	262	452
132	50434	TALONG000000132	TALONT000050434	TALONG000000132	TALONT000050434	3	661	Antisense	NIC	None	41	8	21	39
132	50435	TALONG000000132	TALONT000050435	TALONG000000132	TALONT000050435	3	655	Antisense	ISM	Prefix	396	128	265	397
132	50436	TALONG000000132	TALONT000050436	TALONG000000132	TALONT000050436	4	690	Antisense	NIC	None	334	112	224	333
132	50437	TALONG000000132	TALONT000050437	TALONG000000132	TALONT000050437	3	653	Antisense	ISM	Prefix	94	39	56	100
132	50441	TALONG000000132	TALONT000050441	TALONG000000132	TALONT000050441	4	694	Antisense	NIC	None	33	7	11	18
132	50445	TALONG000000132	TALONT000050445	TALONG000000132	TALONT000050445	4	732	Antisense	ISM	Prefix	92	24	56	108
132	50446	TALONG000000132	TALONT000050446	TALONG000000132	TALONT000050446	4	724	Antisense	ISM	Prefix	80	41	83	91
51	50451	R2_53	TALONT000050451	TALONG000000051	TALONT000050451	4	677	Known	NIC	None	26	5	8	21
51	50453	R2_53	TALONT000050453	TALONG000000051	TALONT000050453	4	692	Known	ISM	Suffix	364	117	214	331
132	50455	TALONG000000132	TALONT000050455	TALONG000000132	TALONT000050455	4	682	Antisense	NIC	None	30	9	22	35
132	50457	TALONG000000132	TALONT000050457	TALONG000000132	TALONT000050457	4	690	Antisense	NIC	None	64	20	46	37
132	50461	TALONG000000132	TALONT000050461	TALONG000000132	TALONT000050461	5	735	Antisense	NIC	None	46	10	18	40
51	50464	R2_53	TALONT000050464	TALONG000000051	TALONT000050464	3	650	Known	ISM	Suffix	494	131	313	427
51	50465	R2_53	TALONT000050465	TALONG000000051	TALONT000050465	3	655	Known	ISM	Suffix	297	90	209	323
69	50467	R2_42	TALONT000050467	TALONG000000069	TALONT000050467	2	425	Known	ISM	Prefix	51	23	30	46
51	50468	R2_53	TALONT000050468	TALONG000000051	TALONT000050468	4	682	Known	NIC	None	32	5	24	33
51	50471	R2_53	TALONT000050471	TALONG000000051	TALONT000050471	4	690	Known	NIC	None	458	106	250	446
51	50473	R2_53	TALONT000050473	TALONG000000051	TALONT000050473	4	677	Known	NIC	None	36	12	16	22
51	50475	R2_53	TALONT000050475	TALONG000000051	TALONT000050475	4	690	Known	NIC	None	39	15	21	50
51	50477	R2_53	TALONT000050477	TALONG000000051	TALONT000050477	4	683	Known	NIC	None	27	6	18	26
51	50478	R2_53	TALONT000050478	TALONG000000051	TALONT000050478	4	692	Known	NIC	None	38	7	31	42
51	50479	R2_53	TALONT000050479	TALONG000000051	TALONT000050479	4	724	Known	NIC	None	32	8	26	22
51	50481	R2_53	TALONT000050481	TALONG000000051	TALONT000050481	3	653	Known	ISM	Prefix	99	32	36	63
51	50483	R2_53	TALONT000050483	TALONG000000051	TALONT000050483	4	694	Known	NIC	None	24	9	11	19
51	50485	R2_53	TALONT000050485	TALONG000000051	TALONT000050485	4	678	Known	NIC	None	138	49	99	169
51	50488	R2_53	TALONT000050488	TALONG000000051	TALONT000050488	3	663	Known	ISM	Prefix	31	9	14	25
51	50492	R2_53	TALONT000050492	TALONG000000051	TALONT000050492	4	732	Known	NIC	None	17	6	14	15
51	50497	R2_53	TALONT000050497	TALONG000000051	TALONT000050497	4	686	Known	NIC	None	82	18	48	87
51	50498	R2_53	TALONT000050498	TALONG000000051	TALONT000050498	4	681	Known	NIC	None	16	5	9	13
51	50504	R2_53	TALONT000050504	TALONG000000051	TALONT000050504	4	686	Known	NIC	None	27	6	12	25
51	50508	R2_53	TALONT000050508	TALONG000000051	TALONT000050508	4	693	Known	NIC	None	26	7	15	27
133	50513	TALONG000000133	TALONT000050513	TALONG000000133	TALONT000050513	1	204	Antisense	ISM	None	15	9	6	8
132	50516	TALONG000000132	TALONT000050516	TALONG000000132	TALONT000050516	4	673	Antisense	NIC	None	14	6	7	9
132	50518	TALONG000000132	TALONT000050518	TALONG000000132	TALONT000050518	3	665	Antisense	NIC	None	30	10	23	35
132	50524	TALONG000000132	TALONT000050524	TALONG000000132	TALONT000050524	4	686	Antisense	NIC	None	64	20	47	62
132	50542	TALONG000000132	TALONT000050542	TALONG000000132	TALONT000050542	4	687	Antisense	NIC	None	14	8	11	12
132	50553	TALONG000000132	TALONT000050553	TALONG000000132	TALONT000050553	4	681	Antisense	NIC	None	27	5	22	20
132	50555	TALONG000000132	TALONT000050555	TALONG000000132	TALONT000050555	4	684	Antisense	NIC	None	18	8	12	25
132	50559	TALONG000000132	TALONT000050559	TALONG000000132	TALONT000050559	4	692	Antisense	NIC	None	18	6	10	11
51	50622	R2_53	TALONT000050622	TALONG000000051	TALONT000050622	4	680	Known	NIC	None	9	5	11	9
132	51025	TALONG000000132	TALONT000051025	TALONG000000132	TALONT000051025	4	677	Antisense	NIC	None	16	8	18	23
132	51761	TALONG000000132	TALONT000051761	TALONG000000132	TALONT000051761	2	572	Antisense	ISM	Prefix	168	65	106	178
132	51762	TALONG000000132	TALONT000051762	TALONG000000132	TALONT000051762	2	575	Antisense	ISM	Prefix	6065	1700	3541	5869
132	51769	TALONG000000132	TALONT000051769	TALONG000000132	TALONT000051769	2	559	Antisense	ISM	Prefix	238	73	128	187
51	51771	R2_53	TALONT000051771	TALONG000000051	TALONT000051771	3	574	Known	NIC	None	61	15	37	48
51	51773	R2_53	TALONT000051773	TALONG000000051	TALONT000051773	2	556	Known	ISM	Suffix	191	38	100	156
51	51777	R2_53	TALONT000051777	TALONG000000051	TALONT000051777	2	553	Known	ISM	Suffix	186	55	128	167
51	51778	R2_53	TALONT000051778	TALONG000000051	TALONT000051778	3	582	Known	ISM	Suffix	108	25	46	84
51	51779	R2_53	TALONT000051779	TALONG000000051	TALONT000051779	3	596	Known	NIC	None	13	5	12	11
51	51780	R2_53	TALONT000051780	TALONG000000051	TALONT000051780	3	586	Known	NIC	None	198	59	137	174
51	51782	R2_53	TALONT000051782	TALONG000000051	TALONT000051782	3	618	Known	NIC	None	59	20	40	59
51	51783	R2_53	TALONT000051783	TALONG000000051	TALONT000051783	3	582	Known	NIC	None	15	6	13	19
51	51784	R2_53	TALONT000051784	TALONG000000051	TALONT000051784	3	614	Known	NIC	None	75	18	53	74
51	51785	R2_53	TALONT000051785	TALONG000000051	TALONT000051785	3	592	Known	NIC	None	122	30	81	101
51	51796	R2_53	TALONT000051796	TALONG000000051	TALONT000051796	2	551	Known	ISM	Suffix	241	68	177	213
51	51797	R2_53	TALONT000051797	TALONG000000051	TALONT000051797	3	598	Known	NIC	None	122	39	73	123
51	51802	R2_53	TALONT000051802	TALONG000000051	TALONT000051802	3	618	Known	NIC	None	39	10	23	40
51	51813	R2_53	TALONT000051813	TALONG000000051	TALONT000051813	3	578	Known	NIC	None	20	9	16	19
51	51853	R2_53	TALONT000051853	TALONG000000051	TALONT000051853	3	575	Known	NIC	None	128	35	63	96
51	51856	R2_53	TALONT000051856	TALONG000000051	TALONT000051856	3	584	Known	NIC	None	24	8	18	41
51	51859	R2_53	TALONT000051859	TALONG000000051	TALONT000051859	3	580	Known	ISM	Suffix	39	9	28	39
51	51869	R2_53	TALONT000051869	TALONG000000051	TALONT000051869	3	620	Known	NIC	None	20	7	19	29
51	51876	R2_53	TALONT000051876	TALONG000000051	TALONT000051876	3	588	Known	ISM	Suffix	8	7	5	9
132	52079	TALONG000000132	TALONT000052079	TALONG000000132	TALONT000052079	6	1456	Antisense	ISM	Prefix	100	44	69	99
51	52554	R2_53	TALONT000052554	TALONG000000051	TALONT000052554	6	1254	Known	ISM	Suffix	100	43	67	123
132	52581	TALONG000000132	TALONT000052581	TALONG000000132	TALONT000052581	6	1131	Antisense	ISM	Prefix	19	11	12	24
51	52864	R2_53	TALONT000052864	TALONG000000051	TALONT000052864	5	1003	Known	ISM	Both	57	24	29	65
132	52865	TALONG000000132	TALONT000052865	TALONG000000132	TALONT000052865	5	1002	Antisense	ISM	Prefix	72	17	41	74
132	52868	TALONG000000132	TALONT000052868	TALONG000000132	TALONT000052868	5	988	Antisense	ISM	Prefix	16	6	8	9
51	52967	R2_53	TALONT000052967	TALONG000000051	TALONT000052967	4	871	Known	ISM	Both	175	56	106	143
51	52971	R2_53	TALONT000052971	TALONG000000051	TALONT000052971	4	653	Known	ISM	Suffix	13	9	8	15
132	52984	TALONG000000132	TALONT000052984	TALONG000000132	TALONT000052984	4	871	Antisense	ISM	Prefix	151	51	97	137
132	52990	TALONG000000132	TALONT000052990	TALONG000000132	TALONT000052990	4	857	Antisense	ISM	Prefix	33	9	24	31
51	53136	R2_53	TALONT000053136	TALONG000000051	TALONT000053136	3	690	Known	ISM	Suffix	110	35	57	100
132	53144	TALONG000000132	TALONT000053144	TALONG000000132	TALONT000053144	3	690	Antisense	ISM	Both	123	32	55	87
132	53149	TALONG000000132	TALONT000053149	TALONG000000132	TALONT000053149	3	687	Antisense	ISM	Both	27	7	13	24
51	53208	R2_53	TALONT000053208	TALONG000000051	TALONT000053208	2	619	Known	ISM	Suffix	354	95	204	323
132	53210	TALONG000000132	TALONT000053210	TALONG000000132	TALONT000053210	2	618	Antisense	ISM	Prefix	341	59	158	252
51	53213	R2_53	TALONT000053213	TALONG000000051	TALONT000053213	3	648	Known	NNC	None	15	6	7	16
132	53216	TALONG000000132	TALONT000053216	TALONG000000132	TALONT000053216	2	615	Antisense	ISM	Prefix	84	17	38	67
51	53238	R2_53	TALONT000053238	TALONG000000051	TALONT000053238	2	607	Known	ISM	Suffix	27	6	19	27
51	53372	R2_53	TALONT000053372	TALONG000000051	TALONT000053372	2	403	Known	ISM	Suffix	83	17	40	57
132	53375	TALONG000000132	TALONT000053375	TALONG000000132	TALONT000053375	2	403	Antisense	ISM	Prefix	75	21	45	70
132	53383	TALONG000000132	TALONT000053383	TALONG000000132	TALONT000053383	2	437	Antisense	ISM	Prefix	22	7	9	16
132	53458	TALONG000000132	TALONT000053458	TALONG000000132	TALONT000053458	4	829	Antisense	NIC	None	79	36	50	77
132	53459	TALONG000000132	TALONT000053459	TALONG000000132	TALONT000053459	4	839	Antisense	NIC	None	1184	461	734	1295
132	53460	TALONG000000132	TALONT000053460	TALONG000000132	TALONT000053460	4	770	Antisense	ISM	Prefix	2811	931	1747	3016
132	53461	TALONG000000132	TALONT000053461	TALONG000000132	TALONT000053461	3	535	Antisense	ISM	Suffix	204	49	111	178
132	53462	TALONG000000132	TALONT000053462	TALONG000000132	TALONT000053462	4	842	Antisense	NIC	None	84	29	42	71
132	53463	TALONG000000132	TALONT000053463	TALONG000000132	TALONT000053463	4	760	Antisense	NIC	None	180	68	113	181
132	53464	TALONG000000132	TALONT000053464	TALONG000000132	TALONT000053464	4	773	Antisense	NIC	None	33	12	20	36
132	53465	TALONG000000132	TALONT000053465	TALONG000000132	TALONT000053465	4	773	Antisense	NIC	None	178	58	105	172
132	53472	TALONG000000132	TALONT000053472	TALONG000000132	TALONT000053472	4	774	Antisense	NIC	None	30	5	12	17
132	53476	TALONG000000132	TALONT000053476	TALONG000000132	TALONT000053476	4	766	Antisense	NIC	None	28	10	22	29
132	53481	TALONG000000132	TALONT000053481	TALONG000000132	TALONT000053481	4	844	Antisense	NIC	None	31	18	32	27
132	53484	TALONG000000132	TALONT000053484	TALONG000000132	TALONT000053484	4	756	Antisense	NNC	None	15	7	11	24
132	53487	TALONG000000132	TALONT000053487	TALONG000000132	TALONT000053487	4	769	Antisense	NNC	None	16	7	6	10
132	53491	TALONG000000132	TALONT000053491	TALONG000000132	TALONT000053491	3	503	Antisense	ISM	Suffix	18	7	6	10
132	53517	TALONG000000132	TALONT000053517	TALONG000000132	TALONT000053517	4	748	Antisense	NIC	None	11	5	7	10
51	53536	R2_53	TALONT000053536	TALONG000000051	TALONT000053536	4	763	Known	NIC	None	198	62	123	216
51	53538	R2_53	TALONT000053538	TALONG000000051	TALONT000053538	4	750	Known	NIC	None	547	179	348	551
51	53539	R2_53	TALONT000053539	TALONG000000051	TALONT000053539	4	753	Known	NIC	None	23	6	13	12
51	53542	R2_53	TALONT000053542	TALONG000000051	TALONT000053542	4	745	Known	NIC	None	243	74	134	293
64	53543	R2_38	TALONT000053543	TALONG000000064	TALONT000053543	3	539	Known	ISM	Prefix	248	49	129	162
51	53544	R2_53	TALONT000053544	TALONG000000051	TALONT000053544	4	827	Known	ISM	Suffix	123	34	74	104
51	53548	R2_53	TALONT000053548	TALONG000000051	TALONT000053548	4	606	Known	NIC	None	20	7	5	21
51	53552	R2_53	TALONT000053552	TALONG000000051	TALONT000053552	3	534	Known	ISM	Prefix	51	11	21	24
64	53553	R2_38	TALONT000053553	TALONG000000064	TALONT000053553	3	622	Known	ISM	Prefix	52	5	18	22
64	53558	R2_38	TALONT000053558	TALONG000000064	TALONT000053558	2	365	Known	ISM	Prefix	109	10	57	68
51	53560	R2_53	TALONT000053560	TALONG000000051	TALONT000053560	4	833	Known	NIC	None	31	11	22	47
51	53563	R2_53	TALONT000053563	TALONG000000051	TALONT000053563	4	758	Known	NIC	None	51	23	39	59
51	53583	R2_53	TALONT000053583	TALONG000000051	TALONT000053583	4	759	Known	NIC	None	32	10	6	23
51	53604	R2_53	TALONT000053604	TALONG000000051	TALONT000053604	4	693	Known	NIC	None	24	10	15	29
132	54400	TALONG000000132	TALONT000054400	TALONG000000132	TALONT000054400	4	612	Antisense	ISM	Prefix	19271	5842	11368	18174
132	54401	TALONG000000132	TALONT000054401	TALONG000000132	TALONT000054401	6	887	Antisense	ISM	Prefix	4018	1719	2583	4510
132	54402	TALONG000000132	TALONT000054402	TALONG000000132	TALONT000054402	4	571	Antisense	ISM	Prefix	1421	509	872	1239
51	54404	R2_53	TALONT000054404	TALONG000000051	TALONT000054404	4	577	Known	ISM	Suffix	4247	1104	2282	3797
132	54405	TALONG000000132	TALONT000054405	TALONG000000132	TALONT000054405	6	877	Antisense	NIC	None	253	107	197	296
51	54407	R2_53	TALONT000054407	TALONG000000051	TALONT000054407	6	880	Known	ISM	Suffix	4027	1599	2580	4188
64	54408	R2_38	TALONT000054408	TALONG000000064	TALONT000054408	4	566	Known	NIC	None	54	16	33	40
64	54409	R2_38	TALONT000054409	TALONG000000064	TALONT000054409	4	567	Known	NIC	None	139	37	82	136
132	54411	TALONG000000132	TALONT000054411	TALONG000000132	TALONT000054411	6	869	Antisense	ISM	Prefix	270	125	178	258
51	54438	R2_53	TALONT000054438	TALONG000000051	TALONT000054438	6	871	Known	ISM	Suffix	317	119	214	344
51	54440	R2_53	TALONT000054440	TALONG000000051	TALONT000054440	3	352	Known	ISM	Both	701	190	372	569
64	54441	R2_38	TALONT000054441	TALONG000000064	TALONT000054441	4	577	Known	NNC	None	12	5	5	16
64	54443	R2_38	TALONT000054443	TALONG000000064	TALONT000054443	4	548	Known	NIC	None	98	25	55	73
64	54446	R2_38	TALONT000054446	TALONG000000064	TALONT000054446	4	589	Known	NIC	None	19	7	16	24
51	54470	R2_53	TALONT000054470	TALONG000000051	TALONT000054470	6	869	Known	ISM	Suffix	855	318	529	841
51	54471	R2_53	TALONT000054471	TALONG000000051	TALONT000054471	6	836	Known	NIC	None	126	52	85	129
51	54475	R2_53	TALONT000054475	TALONG000000051	TALONT000054475	5	585	Known	ISM	Both	126	24	53	62
51	54478	R2_53	TALONT000054478	TALONG000000051	TALONT000054478	6	875	Known	NIC	None	46	17	33	49
51	54479	R2_53	TALONT000054479	TALONG000000051	TALONT000054479	2	109	Known	ISM	Both	160	37	92	139
51	54480	R2_53	TALONT000054480	TALONG000000051	TALONT000054480	6	635	Known	NIC	None	34	12	22	35
51	54482	R2_53	TALONT000054482	TALONG000000051	TALONT000054482	6	877	Known	NIC	None	75	23	32	72
51	54484	R2_53	TALONT000054484	TALONG000000051	TALONT000054484	6	866	Known	NIC	None	78	40	56	79
51	54486	R2_53	TALONT000054486	TALONG000000051	TALONT000054486	4	416	Known	ISM	Prefix	52	14	21	35
51	54488	R2_53	TALONT000054488	TALONG000000051	TALONT000054488	6	857	Known	NIC	None	20	10	21	22
51	54489	R2_53	TALONT000054489	TALONG000000051	TALONT000054489	6	797	Known	NIC	None	9	5	8	9
51	54495	R2_53	TALONT000054495	TALONG000000051	TALONT000054495	6	868	Known	NIC	None	54	25	39	62
51	54504	R2_53	TALONT000054504	TALONG000000051	TALONT000054504	3	341	Known	ISM	Prefix	22	6	7	20
64	54505	R2_38	TALONT000054505	TALONG000000064	TALONT000054505	6	854	Known	NIC	None	18	9	6	14
64	54508	R2_38	TALONT000054508	TALONG000000064	TALONT000054508	6	863	Known	NIC	None	9	7	7	18
64	54515	R2_38	TALONT000054515	TALONG000000064	TALONT000054515	6	866	Known	NIC	None	11	5	8	10
51	54517	R2_53	TALONT000054517	TALONG000000051	TALONT000054517	6	763	Known	NIC	None	21	5	14	22
51	54531	R2_53	TALONT000054531	TALONG000000051	TALONT000054531	2	204	Known	ISM	Prefix	22	6	17	23
64	54581	R2_38	TALONT000054581	TALONG000000064	TALONT000054581	6	862	Known	NIC	None	11	8	14	19
64	54664	R2_38	TALONT000054664	TALONG000000064	TALONT000054664	6	893	Known	NNC	None	29	8	15	34
51	54666	R2_53	TALONT000054666	TALONG000000051	TALONT000054666	6	882	Known	NIC	None	103	34	92	121
64	54675	R2_38	TALONT000054675	TALONG000000064	TALONT000054675	6	877	Known	NIC	None	30	6	5	13
132	55582	TALONG000000132	TALONT000055582	TALONG000000132	TALONT000055582	3	336	Antisense	ISM	Both	580	139	281	439
51	55764	R2_53	TALONT000055764	TALONG000000051	TALONT000055764	4	575	Known	ISM	Suffix	401	107	257	423
64	55766	R2_38	TALONT000055766	TALONG000000064	TALONT000055766	4	555	Known	NIC	None	46	15	21	48
51	55767	R2_53	TALONT000055767	TALONG000000051	TALONT000055767	3	328	Known	ISM	Both	157	28	75	136
64	55768	R2_38	TALONT000055768	TALONG000000064	TALONT000055768	4	577	Known	NIC	None	204	38	74	166
64	55772	R2_38	TALONT000055772	TALONG000000064	TALONT000055772	4	585	Known	NIC	None	26	10	15	25
64	55773	R2_38	TALONT000055773	TALONG000000064	TALONT000055773	4	569	Known	NIC	None	222	60	131	187
64	55775	R2_38	TALONT000055775	TALONG000000064	TALONT000055775	4	561	Known	NIC	None	118	28	60	114
64	55777	R2_38	TALONT000055777	TALONG000000064	TALONT000055777	4	584	Known	NIC	None	23	8	18	17
64	55780	R2_38	TALONT000055780	TALONG000000064	TALONT000055780	4	557	Known	NIC	None	20	6	9	18
64	55781	R2_38	TALONT000055781	TALONG000000064	TALONT000055781	4	571	Known	NIC	None	51	10	27	40
64	55791	R2_38	TALONT000055791	TALONG000000064	TALONT000055791	4	566	Known	NIC	None	13	5	7	10
64	55796	R2_38	TALONT000055796	TALONG000000064	TALONT000055796	4	564	Known	NIC	None	15	5	5	9
64	55922	R2_38	TALONT000055922	TALONG000000064	TALONT000055922	4	576	Known	NIC	None	22	10	22	28
132	56322	TALONG000000132	TALONT000056322	TALONG000000132	TALONT000056322	4	569	Antisense	ISM	Prefix	179	54	109	152
64	57182	R2_38	TALONT000057182	TALONG000000064	TALONT000057182	3	529	Known	ISM	Suffix	393	100	217	367
132	57183	TALONG000000132	TALONT000057183	TALONG000000132	TALONT000057183	5	823	Antisense	ISM	Prefix	403	53	158	246
132	57184	TALONG000000132	TALONT000057184	TALONG000000132	TALONT000057184	3	527	Antisense	ISM	Prefix	1058	104	472	710
64	57186	R2_38	TALONT000057186	TALONG000000064	TALONT000057186	5	817	Known	ISM	Suffix	19	5	6	9
51	57187	R2_53	TALONT000057187	TALONG000000051	TALONT000057187	5	822	Known	ISM	Suffix	119	43	62	109
132	57253	TALONG000000132	TALONT000057253	TALONG000000132	TALONT000057253	2	268	Antisense	ISM	Both	42	10	27	21
132	57266	TALONG000000132	TALONT000057266	TALONG000000132	TALONT000057266	3	583	Antisense	ISM	Prefix	62	12	18	46
64	57273	R2_38	TALONT000057273	TALONG000000064	TALONT000057273	3	581	Known	ISM	Suffix	21	6	12	26
64	57448	R2_38	TALONT000057448	TALONG000000064	TALONT000057448	4	669	Known	ISM	Suffix	122	30	71	108
132	57450	TALONG000000132	TALONT000057450	TALONG000000132	TALONT000057450	4	667	Antisense	ISM	Prefix	160	35	72	148
64	57452	R2_38	TALONT000057452	TALONG000000064	TALONT000057452	2	228	Known	ISM	Both	29	8	10	20
132	57508	TALONG000000132	TALONT000057508	TALONG000000132	TALONT000057508	3	533	Antisense	ISM	Prefix	135	37	76	131
64	57509	R2_38	TALONT000057509	TALONG000000064	TALONT000057509	3	531	Known	ISM	Suffix	115	41	58	120
64	57510	R2_38	TALONT000057510	TALONG000000064	TALONT000057510	2	441	Known	ISM	Suffix	125	32	63	102
132	57512	TALONG000000132	TALONT000057512	TALONG000000132	TALONT000057512	2	440	Antisense	ISM	Prefix	133	27	48	118
132	57534	TALONG000000132	TALONT000057534	TALONG000000132	TALONT000057534	2	374	Antisense	ISM	Prefix	1581	684	992	1225
132	57535	TALONG000000132	TALONT000057535	TALONG000000132	TALONT000057535	2	440	Antisense	ISM	Prefix	826	228	419	648
64	57536	R2_38	TALONT000057536	TALONG000000064	TALONT000057536	2	373	Known	ISM	Suffix	1780	733	1085	1319
64	57538	R2_38	TALONT000057538	TALONG000000064	TALONT000057538	2	441	Known	ISM	Suffix	1139	330	554	928
64	57539	R2_38	TALONT000057539	TALONG000000064	TALONT000057539	2	376	Known	ISM	Suffix	62	18	35	45
132	57548	TALONG000000132	TALONT000057548	TALONG000000132	TALONT000057548	2	363	Antisense	ISM	Prefix	9	6	7	8
132	57554	TALONG000000132	TALONT000057554	TALONG000000132	TALONT000057554	2	369	Antisense	ISM	Prefix	18	11	19	20
64	57566	R2_38	TALONT000057566	TALONG000000064	TALONT000057566	2	425	Known	ISM	Suffix	23	9	7	18
64	57651	R2_38	TALONT000057651	TALONG000000064	TALONT000057651	1	275	Known	ISM	None	2303	974	1241	1368
67	57669	R2_32	TALONT000057669	TALONG000000067	TALONT000057669	7	864	Known	NNC	None	20	10	6	18
132	57670	TALONG000000132	TALONT000057670	TALONG000000132	TALONT000057670	7	868	Antisense	NIC	None	685	227	186	374
67	57672	R2_32	TALONT000057672	TALONG000000067	TALONT000057672	7	871	Known	NIC	None	179	62	63	82
